slope_angle,crack_density,displacement,strain,pore_pressure,rainfall,temperature,vibration,risk
44.9816047538945,0.1851329288386196,2.61705683735906,0.0067270299420889,57.19958782835928,39.363552027744205,22.412847703891103,0.3879945472888746,0.34
68.02857225639664,0.5419009473783581,2.469787990719998,0.0079668139719137,80.54323292999864,47.34356593750214,-1.380681894741688,1.867725282311293,0.52
59.2797576724562,0.8729458358764083,9.062545805210366,0.0025046789879249,76.01609297901591,85.45473932021804,33.619728167740746,8.312458050899425,0.67
53.94633936788146,0.7322248864095612,2.495461998495061,0.0062487409960699,15.389990469377368,34.00043860598922,20.65581195346208,7.667683563383357,0.43
36.24074561769746,0.8065611478614497,2.71949726128631,0.0057174598314374,14.92494697414739,86.96496848121713,-2.1398058221522875,3.5064269145714686,0.39
36.23978081344811,0.6587833667107174,7.593982624179637,0.0083283037678827,26.81743677449133,8.813443097669149,38.11690287406034,3.768106277742125,0.48
32.323344486727976,0.6922765645178525,4.4973984245054,0.0090608706048126,36.10747263410372,77.67984372086308,15.918273166766031,5.335544335535794,0.44
64.6470458309974,0.8491956515653193,7.767105569551812,0.0001215677147738,40.84555814084826,84.75476330547363,-6.35507740641725,0.0024100468513454,0.53
54.04460046972835,0.2496680088591859,0.6536615756438524,0.0067401991905879,67.96972168333453,18.181765283733878,21.34164522075336,2.412443360380278,0.36
58.32290311184182,0.4894249636431405,4.875711936733843,0.0005183579911972,5.66804321658354,43.03465323722004,2.659945350640511,2.0823180860821444,0.34
30.823379771832094,0.2212094418196022,0.3361360018328263,0.0054885866507735,3.467270422606638,16.54997746636556,30.184672593865123,2.5048294674976344,0.28
68.79639408647978,0.987668007996647,0.6265320345535452,0.0028763272904367,39.1910562943909,70.66041289942177,30.89110367830953,8.059058425334413,0.54
63.29770563201687,0.9440593396866132,9.06437453344411,0.0030677659952214,69.71636921379805,53.53477680616568,38.94736779273309,2.796738565464432,0.64
38.49356442713105,0.0394268113685059,1.3924537111759516,0.0035295850345235,19.343534295648254,63.5323346708321,15.093476551225187,1.9152132205014816,0.29
37.27299868828403,0.7055751725156885,5.324206822752171,0.0062129244904961,64.15044812562518,19.64869669562112,12.747843986386858,5.042634607930316,0.46
37.33618039413735,0.9252483174156658,4.110956026007066,0.0033404996566876,25.982813794029948,21.17458620524195,27.67378027232403,8.65645036372732,0.45
42.16968971838151,0.1805753451273335,3.4734332625884266,0.0073269905059028,88.60861088135164,4.149732550990636,-3.376467182903672,2.4134970383749987,0.4
50.99025726528952,0.5679452305526295,8.998333456872725,0.0040452738557386,89.56899442666165,32.20675351957297,17.34577568965621,0.7853624279279869,0.53
47.27780074568463,0.9154882975880418,0.218233967754895,0.0006835320030995,29.72872042813265,55.97446613336749,17.312380006542547,3.564047358496647,0.35
41.64916560792168,0.0339459785857988,6.637896861755891,0.007837598424841,22.99937539632405,85.79349139973289,-5.526343859480639,7.476518245649778,0.38
54.474115788895176,0.6974202672468399,9.633944342135504,0.002857583245927,41.13039720662313,66.69274474586807,10.899204275345678,5.506905446947946,0.52
35.57975442608167,0.2973490073725507,5.60168183461842,0.0043276687959926,24.05315851801487,43.53963233997514,32.6642399283601,8.167933695743475,0.37
41.68578594140872,0.9243961953765304,9.36822462033092,0.006854438832219,67.23838432917036,95.31201143941378,32.80768109973302,9.59592147609234,0.6
44.65447373174767,0.9710582451653678,0.5225787928602377,0.0033245615714871,82.60646845482856,71.92452005758318,-5.03811675401595,7.92662476751617,0.45
48.24279936868144,0.944266489113434,4.187933190741614,0.0005658565614671,67.3092130911217,93.016520286255,-5.463955862608457,6.038030788437534,0.47
61.40703845572055,0.4742142166574637,2.601577909620512,0.0037392104701281,82.43504472493495,52.75879732721657,3.134773850096765,4.933415880523805,0.44
37.98695128633439,0.8620426509893134,7.3082096498072975,0.009444485826943,39.69921622074742,25.89042747931396,33.73830312769967,0.4006908634826667,0.49
50.56937753654447,0.8445493985350704,9.812970904972468,0.0064173439729855,15.631697070886084,5.282668636472199,-3.5548707463250526,9.843219788140413,0.52
53.696582754481696,0.3191004732432556,2.565300624442478,0.006714791486672,73.79509473975922,72.60848514838504,25.99984013137231,3.834811225750425,0.42
31.85801650879991,0.8289154741506773,6.5417460147407445,0.0063228215363763,36.047450514155386,12.130299800553413,-4.94171901934484,1.522282139168668,0.43
54.30179407605753,0.0370076347154926,1.9809763275974013,0.0019899213895943,67.12708252291326,30.27751282719672,21.15689268739127,6.667088553964567,0.34
36.82096494749166,0.596269878482053,5.653302545716099,0.0041833386410228,27.064394198176565,53.24709078838974,7.803364955957239,2.842882890954593,0.41
